verdict,warehouse_decision,stehlen_branded,category,year_range_claimed,cabs_claimed,trim_risk_in_title,physical_part_to_inspect,vendor,handle,title,live_url,Notes,verification_note,raw_tags
2 - VERIFY HIGH,,,front grille,2013-2024,,REBEL,Grille frame,Aftermarket,2013-2024-ram-1500-honeycomb-rebel-style-front-grille-black-abs,2013-2024 Dodge Ram 1500 Honeycomb Rebel Style Front Grille - Black,https://stehlenauto.com/products/2013-2024-ram-1500-honeycomb-rebel-style-front-grille-black-abs,,"Trim-level fitment (Sport/Lariat/King Ranch/Limited/Platinum) often implies camera/sensor cutouts, body-color vs chrome, or active-shutter compatibility. Confirm trim claims match the OEM grille hole pattern. (trims claimed: REBEL)",1500 classic | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | ABS grille | black grille | dodge ram | dodge ram 1500 | FG-RAM131500-RB-BK | front grille | grille | honeycomb grille | ram 1500 | rebel style | replacement grille | truck grille | ZH-RAM1315-BK
2 - VERIFY HIGH,,,headlights - led crystal style,,,,OEM assembly,Spec-D Tuning,09-14-ford-f-150-black-projector-headlights-sequential-led-fdpu09ds-06,09-14 Ford F-150 Black Projector Headlights Sequential LED - FDPU09DS.06,https://stehlenauto.com/products/09-14-ford-f-150-black-projector-headlights-sequential-led-fdpu09ds-06,,"Per audit: missing factory-LED trim exclusion (Platinum 13+, Limited 18+ has matrix LED). Wrong connector + CAN-bus warnings on the LED trims. Add `trim_excluded` metafield.",2009-2014 | aftermarket headlights | amber | black housing | category:Headlights | F150 | FDPU09DS.06 | Ford F-150 | Ford F150 headlights | Ford headlights | headlights | HLPNB-F15009LSQ-AB | LED headlights | light bar | make:Ford | model:F-150 | projector headlights | sequential LED | truck headlights | turn signal | year:2009 | year:2010 | year:2011 | year:2012 | year:2013 | year:2014
2 - VERIFY HIGH,,,headlights - led crystal style,,,,OEM assembly,Spec-D Tuning,09-14-ford-f-150-chrome-led-projector-headlights-w-amber-light-bar,09-14 Ford F-150 Chrome LED Projector Headlights w/ Amber Light Bar,https://stehlenauto.com/products/09-14-ford-f-150-chrome-led-projector-headlights-w-amber-light-bar,,"Per audit: missing factory-LED trim exclusion (Platinum 13+, Limited 18+ has matrix LED). Wrong connector + CAN-bus warnings on the LED trims. Add `trim_excluded` metafield.",2009-2014 | aftermarket headlights | amber | category:Headlights | chrome headlights | F150 | FDPU09D.00 | Ford F-150 | Ford F150 headlights | headlights | HLPNB-F15009LBW-AC | LED headlights | LED light bar | make:Ford | model:F-150 | projector | projector headlights | replacement headlights | year:2009 | year:2010 | year:2011 | year:2012 | year:2013 | year:2014
2 - VERIFY HIGH,,,headlights - led crystal style,,,,OEM assembly,Anzo,09-14-ford-f-150-chrome-projector-headlights-sequential-led-signal,09-14 Ford F-150 Chrome Projector Headlights Sequential LED Signal,https://stehlenauto.com/products/09-14-ford-f-150-chrome-projector-headlights-sequential-led-signal,,"Per audit: missing factory-LED trim exclusion (Platinum 13+, Limited 18+ has matrix LED). Wrong connector + CAN-bus warnings on the LED trims. Add `trim_excluded` metafield.",2009-2014 | aftermarket headlights | amber turn signal | category:Headlights | chrome headlights | F150 | FDPU09DS.00 | Ford F-150 | Ford truck lighting | headlights | HLPNB-F15009LSQ-AC | LED light bar | make:Ford | model:F-150 | projector headlights | replacement headlights | sequential LED | turn signal | year:2009 | year:2010 | year:2011 | year:2012 | year:2013 | year:2014
2 - VERIFY HIGH,,,headlights - led crystal style,,,,OEM assembly,Spec-D Tuning,09-14-ford-f-150-crystal-led-headlights-sequential-signal-chrome,09-14 Ford F-150 Crystal LED Headlights Sequential Signal - Chrome,https://stehlenauto.com/products/09-14-ford-f-150-crystal-led-headlights-sequential-signal-chrome,,"Per audit: missing factory-LED trim exclusion (Platinum 13+, Limited 18+ has matrix LED). Wrong connector + CAN-bus warnings on the LED trims. Add `trim_excluded` metafield.",2009-2014 | aftermarket headlights | amber turn signal | category:Headlights | chrome headlights | crystal headlights | F150 | FDPU09ES.00 | Ford F-150 | Ford F150 headlights | headlights | HLNB-F15009LSQ-CHA | LED headlights | LED light bar | make:Ford | model:F-150 | replacement headlights | sequential turn signal | year:2009 | year:2010 | year:2011 | year:2012 | year:2013 | year:2014
2 - VERIFY HIGH,,,headlights - led crystal style,,,,OEM assembly,HLPLNB,09-14-ford-f-150-full-led-projector-headlights-black-fdpu09c-00,09-14 Ford F-150 Full LED Projector Headlights Black - FDPU09C.00,https://stehlenauto.com/products/09-14-ford-f-150-full-led-projector-headlights-black-fdpu09c-00,,"Per audit: missing factory-LED trim exclusion (Platinum 13+, Limited 18+ has matrix LED). Wrong connector + CAN-bus warnings on the LED trims. Add `trim_excluded` metafield.",2009-2014 | aftermarket headlights | amber | black housing | category:Headlights | F-150 headlights | F150 | FDPU09C.00 | Ford F-150 | Ford headlights | full LED | headlights | HLPLNB-F15009FLBW-AC | LED headlights | LED light bar | LED projector | make:Ford | model:F-150 | projector headlights | truck headlights | year:2009 | year:2010 | year:2011 | year:2012 | year:2013 | year:2014
2 - VERIFY HIGH,,,headlights - led crystal style,,,,OEM assembly,HLPLNB,09-14-ford-f-150-full-led-projector-headlights-sequential-chrome,09-14 Ford F-150 Full LED Projector Headlights Sequential Chrome,https://stehlenauto.com/products/09-14-ford-f-150-full-led-projector-headlights-sequential-chrome,,"Per audit: missing factory-LED trim exclusion (Platinum 13+, Limited 18+ has matrix LED). Wrong connector + CAN-bus warnings on the LED trims. Add `trim_excluded` metafield.",2009-2014 | amber turn signal | category:Headlights | chrome headlights | F-150 lighting | F150 headlights | FDPU09CS.00 | Ford F-150 | Ford F-150 headlights | full LED | headlights | HLPLNB-F15009FLSQ-AC | LED headlights | LED projector | make:Ford | model:F-150 | projector headlights | sequential turn signal | truck headlights | year:2009 | year:2010 | year:2011 | year:2012 | year:2013 | year:2014
2 - VERIFY HIGH,,,headlights - led crystal style,,,,OEM assembly,Spec-D Tuning,09-14-ford-f-150-full-led-projector-headlights-sequential-signal-black,09-14 Ford F-150 Full LED Projector Headlights Sequential Signal - Black,https://stehlenauto.com/products/09-14-ford-f-150-full-led-projector-headlights-sequential-signal-black,,"Per audit: missing factory-LED trim exclusion (Platinum 13+, Limited 18+ has matrix LED). Wrong connector + CAN-bus warnings on the LED trims. Add `trim_excluded` metafield.",2009-2014 | aftermarket headlights | amber turn signal | black headlights | category:Headlights | F150 | FDPU09CS.06 | Ford F-150 | Ford F150 headlights | full LED | headlights | HLPLNB-F15009FLSQ-AB | LED headlights | LED light bar | make:Ford | model:F-150 | plug and play headlights | projector headlights | sequential turn signal | year:2009 | year:2010 | year:2011 | year:2012 | year:2013 | year:2014
2 - VERIFY HIGH,,,headlights - led crystal style,,,,OEM assembly,HLPLNB,09-14-ford-f-150-full-led-projector-headlights-w-light-bar-black,09-14 Ford F-150 Full LED Projector Headlights w/ Light Bar - Black,https://stehlenauto.com/products/09-14-ford-f-150-full-led-projector-headlights-w-light-bar-black,,"Per audit: missing factory-LED trim exclusion (Platinum 13+, Limited 18+ has matrix LED). Wrong connector + CAN-bus warnings on the LED trims. Add `trim_excluded` metafield.",2009-2014 | aftermarket headlights | amber | black housing | category:Headlights | F150 | FDPU09C.06 | Ford F-150 | Ford F150 headlights | full LED | headlights | HLPLNB-F15009FLBW-AB | LED headlights | LED light bar | LED projector | make:Ford | model:F-150 | projector headlights | truck headlights | year:2009 | year:2010 | year:2011 | year:2012 | year:2013 | year:2014
2 - VERIFY HIGH,,,headlights - led crystal style,,,,OEM assembly,JDMA,09-14-ford-f-150-led-crystal-headlights-black-w-amber-light-bar,09-14 Ford F-150 LED Crystal Headlights Black w/ Amber Light Bar,https://stehlenauto.com/products/09-14-ford-f-150-led-crystal-headlights-black-w-amber-light-bar,,"Per audit: missing factory-LED trim exclusion (Platinum 13+, Limited 18+ has matrix LED). Wrong connector + CAN-bus warnings on the LED trims. Add `trim_excluded` metafield.",2009-2014 | aftermarket headlights | amber | black headlights | bolt-on headlights | category:Headlights | crystal headlights | F150 | FDPU09E.06 | Ford F-150 | Ford F-150 headlights | headlights | HLNB-F15009LBW-JDMA | JDMA | LED headlights | LED light bar | make:Ford | model:F-150 | truck headlights | year:2009 | year:2010 | year:2011 | year:2012 | year:2013 | year:2014
2 - VERIFY HIGH,,,headlights - led crystal style,,,,OEM assembly,Spec-D Tuning,09-14-ford-f-150-led-crystal-headlights-chrome-w-amber-light-bar,09-14 Ford F-150 LED Crystal Headlights Chrome w/ Amber Light Bar,https://stehlenauto.com/products/09-14-ford-f-150-led-crystal-headlights-chrome-w-amber-light-bar,,"Per audit: missing factory-LED trim exclusion (Platinum 13+, Limited 18+ has matrix LED). Wrong connector + CAN-bus warnings on the LED trims. Add `trim_excluded` metafield.",2009-2014 | aftermarket headlights | amber | category:Headlights | chrome headlights | crystal headlights | F150 | FDPU09E.00 | Ford F-150 | Ford F150 headlights | headlights | HLNB-F15009LBW-CHA | LED headlights | LED light bar | make:Ford | model:F-150 | plug and play headlights | year:2009 | year:2010 | year:2011 | year:2012 | year:2013 | year:2014
2 - VERIFY HIGH,,,headlights - led crystal style,,,,OEM assembly,JDMA,09-14-ford-f-150-led-crystal-headlights-sequential-signal-black,09-14 Ford F-150 LED Crystal Headlights Sequential Signal - Black,https://stehlenauto.com/products/09-14-ford-f-150-led-crystal-headlights-sequential-signal-black,,"Per audit: missing factory-LED trim exclusion (Platinum 13+, Limited 18+ has matrix LED). Wrong connector + CAN-bus warnings on the LED trims. Add `trim_excluded` metafield.",2009-2014 | aftermarket headlights | amber LED | black housing | bolt-on headlights | category:Headlights | crystal headlights | F-150 headlights | F150 | FDPU09ES.06 | Ford F-150 | headlights | HLNB-F15009LSQ-JDMA | JDMA | LED headlights | LED turn signal | make:Ford | model:F-150 | sequential turn signal | year:2009 | year:2010 | year:2011 | year:2012 | year:2013 | year:2014
2 - VERIFY HIGH,,,headlights - led crystal style,,,,OEM assembly,Spec-D Tuning,09-14-ford-f-150-led-projector-headlights-black-w-amber-light-bar,09-14 Ford F-150 LED Projector Headlights Black w/ Amber Light Bar,https://stehlenauto.com/products/09-14-ford-f-150-led-projector-headlights-black-w-amber-light-bar,,"Per audit: missing factory-LED trim exclusion (Platinum 13+, Limited 18+ has matrix LED). Wrong connector + CAN-bus warnings on the LED trims. Add `trim_excluded` metafield.",2009-2014 | aftermarket headlights | amber | black headlights | bolt-on headlights | category:Headlights | F150 | FDPU09D.06 | Ford F-150 | Ford F150 headlights | headlights | HLPNB-F15009LBW-AB | LED headlights | LED light bar | make:Ford | model:F-150 | projector beam | projector headlights | year:2009 | year:2010 | year:2011 | year:2012 | year:2013 | year:2014
2 - VERIFY HIGH,,,molle panels - truck bed,2019-2023,,,Bed dimensions,Aftermarket,2023-ford-ranger-6ft-bed-molle-panels-front-sides-3pc-set,2019-2023 Ford Ranger 6 ft Bed MOLLE Panels Front & Sides - 3pc,https://stehlenauto.com/products/2023-ford-ranger-6ft-bed-molle-panels-front-sides-3pc-set,,US Ford Ranger 19-23 only ships with a 5-ft bed - confirm the 6-ft listing is a real fitment.,2019 | 2019 ford ranger | 2020 | 2020 ford ranger | 2021 | 2021 ford ranger | 2022 | 2022 ford ranger | 2023 | 2023 ford ranger | 6 ft bed | 72 inch bed | bed molle | cargo organization | ford ranger | ford ranger bed panels | molle panels | molle system | MP-RANG23-6-3P | pals webbing | ranger accessories | ranger molle | truck accessories | truck bed accessories | truck bed organizer
2 - VERIFY HIGH,,,running boards,2019-2024,Extended Cab,,RBJZ-BR-SIL19-6P,RBJZ,2019-2024-chevy-silverado-gmc-sierra-76-modular-steel-running-boards,2019-2024 Silverado/Sierra Extended Cab Running Boards - Steel,https://stehlenauto.com/products/2019-2024-chevy-silverado-gmc-sierra-76-modular-steel-running-boards,,[bracket RBJZ-BR-SIL19-6P] Title claims 2019-2024 Silverado/Sierra. Confirm bracket spans T1XX (19-21) AND the 2022 fascia/frame refresh.,2019 | 2019-2024 | 2020 | 2021 | 2022 | 2023 | 2024 | Chevrolet Silverado 1500 | Chevrolet Silverado 2500 HD | Chevrolet Silverado 3500 HD | DEF tank compatible | double cab | extended cab | GMC Sierra 1500 | GMC Sierra 2500 HD | GMC Sierra 3500 HD | modular style | RBJZ-BR-SIL19-6P+RBJZ-76-MRB-TB | rocker panel mount | running boards | side steps | steel running boards | texture black | truck accessories
2 - VERIFY HIGH,,,running boards,2019-2024,Double Cab,,RBJZ-BR-SIL19-6P,RBJZ,2019-2024-chevy-silverado-gmc-sierra-76-oe-running-boards-matte-black,2019-2024 Silverado/Sierra Double Cab OE Running Boards - Matte Black,https://stehlenauto.com/products/2019-2024-chevy-silverado-gmc-sierra-76-oe-running-boards-matte-black,,[bracket RBJZ-BR-SIL19-6P] Title claims 2019-2024 Silverado/Sierra. Confirm bracket spans T1XX (19-21) AND the 2022 fascia/frame refresh.,2019 | 2019-2024 | 2020 | 2021 | 2022 | 2023 | 2024 | 76 inch | aluminum | Chevrolet Silverado 1500 | Chevrolet Silverado 2500 HD | Chevrolet Silverado 3500 HD | DEF tank compatible | double cab | extended cab | flat mount | GMC Sierra 1500 | GMC Sierra 2500 HD | GMC Sierra 3500 HD | matte black | OE style | RBJZ-BR-SIL19-6P+RBJZ-76-6-OE-MB | rocker panel mount | running boards | side steps | truck accessories
2 - VERIFY HIGH,,,truck bed mat - rubber,2018-2024,,,Coverage area,Unknown,2018-2024-chevy-equinox-hex-style-rubber-trunk-mat-black-1pc,2018-2024 Chevrolet Equinox All-Weather Rubber Trunk Mat - 1PC,https://stehlenauto.com/products/2018-2024-chevy-equinox-hex-style-rubber-trunk-mat-black-1pc,,Title indicates trunk/cargo - likely miscategorized (cycle-1 found 11 of these in this collection).,2018 | 2018 Chevrolet Equinox | 2019 | 2019 Chevrolet Equinox | 2020 | 2020 Chevrolet Equinox | 2021 | 2021 Chevrolet Equinox | 2022 | 2022 Chevrolet Equinox | 2023 | 2023 Chevrolet Equinox | 2024 | 2024 Chevrolet Equinox | all-weather | black trunk mat | cargo liner | cargo mat | custom fit | Equinox accessories | floor mat | FM-004-T | FMR-EQUI18-1P-HB | hex style | rubber mat | trunk mat
2 - VERIFY HIGH,,,truck bed mat - rubber,2022-2026,,,Coverage area,TBM,2022-ford-f-150-lightning-ev-rubber-bed-mat-2pc-w-frunk-mat,2022-2026 Ford F-150 Lightning 5.5 ft Bed Mat 2PC w/ Frunk Mat,https://stehlenauto.com/products/2022-ford-f-150-lightning-ev-rubber-bed-mat-2pc-w-frunk-mat,,Title indicates trunk/cargo - likely miscategorized (cycle-1 found 11 of these in this collection).,2022 | 2023 | 2024 | 2025 | 2026 | 5.5 ft bed | bed liner | bed mat | bed protection | cargo protection | diamond plate | EV truck accessories | F-150 Lightning | F-150 Lightning accessories | Ford | front trunk mat | frunk mat | rubber bed mat | TBM-F150EV22-2P-RB-GY | truck bed mat
2 - VERIFY HIGH,,,truck bed mat - rubber,2022-2026,,,Coverage area,Rivian R1T Accessories,2022-rivian-r1t-ev-rubber-truck-bed-mat-2pc-w-front-trunk-mat,2022-2026 Rivian R1T 4.5 ft Bed Rubber Bed Mat 2PC w/ Frunk Mat,https://stehlenauto.com/products/2022-rivian-r1t-ev-rubber-truck-bed-mat-2pc-w-front-trunk-mat,,Title indicates trunk/cargo - likely miscategorized (cycle-1 found 11 of these in this collection).,2-piece | 2022 | 2023 | 2024 | 2025 | 2026 | 4.5 ft bed | bed liner | bed mat | bed protection | cargo mat | diamond plate | EV truck accessories | front trunk mat | frunk mat | R1T | Rivian | rubber bed mat | rubber mat | TBM-R1TEV22-2P-RB-GY | truck bed mat
4 - INSPECT,,YES,running boards,2009-2023,Crew Cab,,,Stehlen Auto,09-18-dodge-ram-1500-2500-3500-crew-cab-modular-step-bars-matte-black,2009-2023 Dodge Ram 1500-3500 Crew Cab Modular Side Step Bars - Matte Black,https://stehlenauto.com/products/09-18-dodge-ram-1500-2500-3500-crew-cab-modular-step-bars-matte-black,,No bracket P/N found in tags. Pull the part and inspect physically before any verdict.,2009 | 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | crew cab | Dodge Ram | Dodge Ram 1500 | Dodge Ram 1500 Classic | Dodge Ram 2500 | Dodge Ram 3500 | Dodge Ram 4500 | Dodge Ram 5500 | drop step | EB931-RAM09CC-BK | matte black | modular step bars | nerf bars | running boards | SBMS-RAM09CC-MB | side step bars | truck accessories | truck steps
4 - INSPECT,,YES,running boards,2010-2018,Mega Cab,,,Stehlen Auto,2010-2018-ram-2500-3500-mega-cab-modular-drop-step-bars-matte-black,2010-2018 Dodge Ram 2500/3500 Mega Cab Modular Side Step Bars - Matte Black,https://stehlenauto.com/products/2010-2018-ram-2500-3500-mega-cab-modular-drop-step-bars-matte-black,,No bracket P/N found in tags. Pull the part and inspect physically before any verdict.,2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | cab entry | dodge ram | drop step | EB931-RAM15MC-BK | extended crew cab | matte black | mega cab | modular step bars | nerf bars | ram 2500 | ram 3500 | running boards | SBMS-RAM102500MC-MB | side step bars | truck steps
4 - INSPECT,,YES,running boards,2019-2023,Extended Cab,,,Stehlen Auto,2019-2025-chevy-silverado-gmc-sierra-1500-dc-led-step-bars,2019-2023 Chevy Silverado/GMC Sierra 1500 Extended Cab LED Step Bars - Matte Black,https://stehlenauto.com/products/2019-2025-chevy-silverado-gmc-sierra-1500-dc-led-step-bars,,No bracket P/N found in tags. Pull the part and inspect physically before any verdict.,2019 | 2019 Sierra | 2019 Silverado | 2020 | 2020 Sierra | 2020 Silverado | 2021 | 2021 Sierra | 2021 Silverado | 2022 | 2022 Sierra | 2022 Silverado | 2023 | 2023 Sierra | 2023 Silverado | Chevrolet Silverado 1500 | double cab | drop step | extended cab | GMC Sierra 1500 | LED step bars | matte black | modular step bars | nerf bars | running boards | SBMS-SIL191500DC-MB-LED | side step bars | side steps with LED | truck steps
4 - INSPECT,,YES,running boards,2009-2023,Quad Cab,,,Stehlen Auto,dodge-ram-quad-cab-modular-drop-step-bars-w-led-lights-matte-black,2009-2023 Dodge Ram 1500 Quad Cab Modular Step Bars w/ LED - Matte Black,https://stehlenauto.com/products/dodge-ram-quad-cab-modular-drop-step-bars-w-led-lights-matte-black,,No bracket P/N found in tags. Pull the part and inspect physically before any verdict.,2009 | 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | Dodge Ram | drop step | EB988-RAM09QC | extended cab | LED step bars | matte black | modular step bars | nerf bars | quad cab | Ram 1500 | Ram 1500 Classic | running boards | SBMS-RAM09QC-MB-LED | side step bars | side steps with LED | truck steps
4 - INSPECT,,,running boards,2004-2008,Super Cab,,,S&B,04-08-ford-f-150-super-cab-5-oval-side-step-bars-black,"2004-2008 Ford F-150 Super Cab 5"" Oval Side Step Bars - Black",https://stehlenauto.com/products/04-08-ford-f-150-super-cab-5-oval-side-step-bars-black,,No bracket P/N found in tags. Pull the part and inspect physically before any verdict.,2004 | 2004-2008 | 2005 | 2006 | 2007 | 2008 | 5 inch oval | black | Extended Cab | Ford F-150 | Ford F150 side steps | nerf bars | running boards | SBHD-F15004SC-5-BK | side step bars | step bars | Super Cab | truck accessories
4 - INSPECT,,,running boards,,Crew Cab,,,SBMS,07-18-chevy-silverado-gmc-sierra-crew-cab-modular-step-bars-matte-black,07-18 Silverado/Sierra Crew Cab Modular Side Steps - Matte Black,https://stehlenauto.com/products/07-18-chevy-silverado-gmc-sierra-crew-cab-modular-step-bars-matte-black,,No bracket P/N found in tags. Pull the part and inspect physically before any verdict.,2007-2018 | Chevrolet Silverado | crew cab | drop step | GMC Sierra | matte black | modular step | nerf bars | running boards | SBMS-SIL07CC-MB | side step bars | side steps | Sierra 1500 | Sierra 2500 HD | Sierra 3500 HD | Silverado 1500 | Silverado 2500 | Silverado 2500 HD | Silverado 3500 HD | truck accessories
4 - INSPECT,,,running boards,,Extended Cab,,,DERA,07-18-chevy-silverado-gmc-sierra-ext-cab-modular-step-bars-matte-black,07-19 Silverado/Sierra Extended Cab Modular Side Steps - Matte Black,https://stehlenauto.com/products/07-18-chevy-silverado-gmc-sierra-ext-cab-modular-step-bars-matte-black,,No bracket P/N found in tags. Pull the part and inspect physically before any verdict.,2007-2019 | Chevrolet Silverado | double cab | drop step | extended cab | GMC Sierra | matte black | modular step | running boards | SBMS-SIL07XC-MB | side step bars | side steps | Sierra 1500 | Sierra 2500 | Sierra 3500 | Silverado 1500 | Silverado 2500 | Silverado 3500 | truck accessories
4 - INSPECT,,,running boards,2009-2023,Quad Cab,,,Modular Step,09-18-dodge-ram-1500-2500-3500-quad-cab-modular-side-step-bars,2009-2023 Dodge Ram 1500/2500/3500 Quad Cab Side Step Bars - Matte Black,https://stehlenauto.com/products/09-18-dodge-ram-1500-2500-3500-quad-cab-modular-side-step-bars,,No bracket P/N found in tags. Pull the part and inspect physically before any verdict.,2009 | 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | cab entry | dodge ram 1500 | dodge ram 2500 | dodge ram 3500 | drop step | EB931-RAM09QC-BK | extended cab | matte black | modular step | nerf bar | quad cab | ram 1500 classic | running boards | SBMS-RAM09QC-MB | side step bars | truck steps
4 - INSPECT,,,running boards,2004-2008,Super Cab,,,?,2004-2008-ford-f-150-4-oval-nerf-bars-stainless-steel,"2004-2008 Ford F-150 Super Cab 4"" Side Step Nerf Bars - Chrome",https://stehlenauto.com/products/2004-2008-ford-f-150-4-oval-nerf-bars-stainless-steel,,No bracket P/N found in tags. Pull the part and inspect physically before any verdict.,2004 | 2004-2008 | 2005 | 2006 | 2007 | 2008 | 4 inch oval | chrome | Extended Cab | Ford F-150 | nerf bars | running boards | sbhd-f15004sc-4-20-ch | side step bars | side steps | stainless steel | Super Cab | T-304 | truck accessories
4 - INSPECT,,,running boards,2004-2008,Super Cab,,,?,2004-2008-ford-f-150-super-cab-4-oval-side-step-bars-matte-black,"2004-2008 Ford F-150 Super Cab 4"" Oval Side Step Bars - Matte Black",https://stehlenauto.com/products/2004-2008-ford-f-150-super-cab-4-oval-side-step-bars-matte-black,,No bracket P/N found in tags. Pull the part and inspect physically before any verdict.,2004 | 2004-2008 | 2005 | 2006 | 2007 | 2008 | 4 inch oval | cab steps | Extended Cab | F-150 | Ford | matte black | nerf bars | running boards | SBHD-F15004SC-4-MB | side step bars | Super Cab | truck accessories
4 - INSPECT,,,running boards,2004-2024,Crew Cab,,,Side Step Bars,2004-2024-nissan-titan-crew-cab-4-oval-side-step-bars-matte-black,"2004-2024 Nissan Titan Crew Cab 4"" Oval Side Step Bars - Matte Black",https://stehlenauto.com/products/2004-2024-nissan-titan-crew-cab-4-oval-side-step-bars-matte-black,,No bracket P/N found in tags. Pull the part and inspect physically before any verdict.,2004 | 2004-2024 | 2005 | 2006 | 2007 | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 4 inch oval | Crew Cab | matte black | nerf bars | Nissan | running boards | SBHD-TIT04CC-4-MB | side step bars | side steps | Titan | Titan XD | truck accessories
4 - INSPECT,,,running boards,2005-2023,Double Cab,,,Modular Step,2005-2018-toyota-tacoma-double-cab-modular-step-bars-matte-black,2005-2023 Toyota Tacoma Double Cab Modular Side Steps - Matte Black,https://stehlenauto.com/products/2005-2018-toyota-tacoma-double-cab-modular-step-bars-matte-black,,No bracket P/N found in tags. Pull the part and inspect physically before any verdict.,2005 | 2005-2023 | 2006 | 2007 | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | crew cab | double cab | drop step | matte black | modular step | nerf bars | running boards | SBMS-TACO05DC-MB | side step bars | side steps | Tacoma side steps | Toyota accessories | Toyota Tacoma | truck accessories
4 - INSPECT,,,running boards,2005-2021,Crew Cab,,,Viewpoint,2005-2021-nissan-frontier-crew-cab-viewpoint-running-boards-chrome,2005-2021 Nissan Frontier Crew Cab Running Boards - Viewpoint Chrome,https://stehlenauto.com/products/2005-2021-nissan-frontier-crew-cab-viewpoint-running-boards-chrome,,No bracket P/N found in tags. Pull the part and inspect physically before any verdict.,2005 | 2005-2021 | 2006 | 2007 | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | aluminum | chrome | crew cab | exterior accessories | Nissan Frontier | PW00937501 | RBWB-FRON05CC-VP-CH | running boards | side steps | stainless steel | Suzuki Equator | truck accessories | viewpoint
4 - INSPECT,,,running boards,2007-2015,,,,Steelcraft,2007-2015-ford-edge-lincoln-mkx-4-side-step-bars-black,"2007-2015 Ford Edge / Lincoln MKX 4"" Side Step Bars - Black",https://stehlenauto.com/products/2007-2015-ford-edge-lincoln-mkx-4-side-step-bars-black,,No bracket P/N found in tags. Pull the part and inspect physically before any verdict.,2007 | 2007-2015 | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 4 inch side steps | black side steps | Ford Edge | Lincoln MKX | nerf bars | P4SB049401A | running boards | SBHD-EDGE07-4-BK | side step bars | SUV accessories
4 - INSPECT,,,running boards,2007-2021,,,,Modular Step,2007-2018-toyota-tundra-crewmax-modular-step-bars-matte-black,2007-2021 Toyota Tundra CrewMax Modular Side Step Bars - Matte Black,https://stehlenauto.com/products/2007-2018-toyota-tundra-crewmax-modular-step-bars-matte-black,,No bracket P/N found in tags. Pull the part and inspect physically before any verdict.,2007 | 2007-2021 | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | crew cab | CrewMax | drop step | matte black | modular step | nerf bars | running boards | SBMS-TUN07CC-MB | side bars | side step bars | Toyota Tundra | Toyota Tundra accessories | truck accessories
4 - INSPECT,,,running boards,2007-2021,Double Cab,,,Modular Step,2007-2018-toyota-tundra-double-cab-modular-side-step-bars-matte-black,2007-2021 Toyota Tundra Double Cab Modular Side Steps - Matte Black,https://stehlenauto.com/products/2007-2018-toyota-tundra-double-cab-modular-side-step-bars-matte-black,,No bracket P/N found in tags. Pull the part and inspect physically before any verdict.,2007 | 2007-2021 | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | cab entry | drop step | matte black | modular step | nerf bar | running boards | SBMS-TUN07DC-MB | side steps | step bars | Toyota Tundra | truck accessories | Tundra Double Cab | Tundra Extended Cab
4 - INSPECT,,,running boards,2009-2014,Crew Cab,,,HD,2009-2014-ford-f-150-supercrew-4-step-bars-black-sbfd5003-4s,"2009-2014 Ford F-150 Crew Cab 4"" Side Step Bars - Black",https://stehlenauto.com/products/2009-2014-ford-f-150-supercrew-4-step-bars-black-sbfd5003-4s,,No bracket P/N found in tags. Pull the part and inspect physically before any verdict.,2009 | 2009-2014 | 2010 | 2011 | 2012 | 2013 | 2014 | 4 inch | black | Crew Cab | F150 | Ford F-150 | nerf bars | running boards | SBFD5003-4S | SBHD-F15009CC-4-BK | side step bars | side steps | step bars | SuperCrew | truck accessories
